train_input_1,train_input_2,train_output_1
[-852 127 271 -325 559 -569 -207 393 708 -372 -435 150 395 805 -192 636 -306 370 -295 -958 235 -668 -638 -707 8 377 -558 983 -416 -432 263 294 -760 36 295 -400 84 78 630 415 -84 950 946 -786 594 387 728 -815 -529 211],[218 -284 758 -896 950 973 301 186 -86 457 -578 707 -797 -659 906 808 -50 -991 -63 147 -218 -659 -940 734 -567 -345 -516 -456 518 -303 727 775 -447 -216 509 -898 64 778 -800 -943 -126 -660 374 -879 753 912 872 426 118 775],[-634 -157 1029 -1221 1509 404 94 579 622 85 -1013 857 -402 146 714 1444 -356 -621 -358 -811 17 -1327 -1578 27 -559 32 -1074 527 102 -735 990 1069 -1207 -180 804 -1298 148 856 -170 -528 -210 290 1320 -1665 1347 1299 1600 -389 -411 986]
[-211 -732 257 -956 72 959 -369 273 -85 619 -9 309 -630 420 -703 494 338 -162 213 444 -61 -775 626 416 -260 -868 515 -902 90 487 -801 627 381 -324 950 213 -119 -72 -251 199 -905 162 566 -330 859 -814 419 -972 705 -292],[299 -95 -539 -170 199 -795 -306 396 631 -540 -321 -521 -952 -591 813 540 -936 948 -870 913 -241 791 -728 -332 504 428 -195 -500 584 -4 -875 -632 -705 -273 141 -322 768 -296 -972 -591 -707 41 829 539 303 791 -562 712 -528 -880],[88 -827 -282 -1126 271 164 -675 669 546 79 -330 -212 -1582 -171 110 1034 -598 786 -657 1357 -302 16 -102 84 244 -440 320 -1402 674 483 -1676 -5 -324 -597 1091 -109 649 -368 -1223 -392 -1612 203 1395 209 1162 -23 -143 -260 177 -1172]
[-479 -425 -405 169 -171 -741 974 528 -35 -488 -726 116 744 481 39 -997 285 -796 489 950 447 -320 -685 815 840 -866 -752 -557 768 -7 909 784 -981 -799 -499 -111 -247 -38 -886 458 -615 988 571 444 407 705 901 -512 452 590],[340 749 199 -24 121 -311 -859 568 722 495 892 -520 -686 -560 -308 913 -905 -387 -252 51 31 -365 823 950 611 446 -810 -516 -981 -141 548 620 254 43 -940 383 -732 -843 296 509 333 555 445 -451 -178 51 488 799 349 -113],[-139 324 -206 145 -50 -1052 115 1096 687 7 166 -404 58 -79 -269 -84 -620 -1183 237 1001 478 -685 138 1765 1451 -420 -1562 -1073 -213 -148 1457 1404 -727 -756 -1439 272 -979 -881 -590 967 -282 1543 1016 -7 229 756 1389 287 801 477]
[-838 -464 -406 -152 426 -589 976 949 -230 528 980 -225 294 -501 928 186 -798 894 495 378 -994 459 71 -902 983 26 989 -336 681 60 838 480 986 -163 -293 -596 369 -462 -614 726 -435 192 -962 -164 -858 -499 47 206 -266 -455],[-266 -83 -780 -412 538 -101 -211 -453 -794 350 -183 -863 706 -939 -304 -187 821 -348 -710 798 -111 835 731 583 -753 -665 -211 691 -51 -570 142 -875 -113 -749 564 -66 -970 363 -557 -889 283 -806 505 882 -790 -117 -847 534 -851 890],[-1104 -547 -1186 -564 964 -690 765 496 -1024 878 797 -1088 1000 -1440 624 -1 23 546 -215 1176 -1105 1294 802 -319 230 -639 778 355 630 -510 980 -395 873 -912 271 -662 -601 -99 -1171 -163 -152 -614 -457 718 -1648 -616 -800 740 -1117 435]
[-427 -589 370 825 596 -363 8 820 -211 46 -739 -597 -485 -369 -223 -394 204 -241 35 -211 -204 382 510 -293 635 -72 -784 788 897 426 234 -470 3 -200 -914 247 -834 -64 749 647 552 735 865 -582 -790 -483 -583 206 941 494],[-238 444 -394 609 -865 752 -450 217 -733 4 -831 473 998 436 -310 -884 546 -641 -477 -593 -519 -98 -218 612 -381 215 656 -180 359 977 -393 -614 671 -20 -80 543 314 -479 -809 718 931 -493 334 901 358 943 486 -351 625 -409],[-665 -145 -24 1434 -269 389 -442 1037 -944 50 -1570 -124 513 67 -533 -1278 750 -882 -442 -804 -723 284 292 319 254 143 -128 608 1256 1403 -159 -1084 674 -220 -994 790 -520 -543 -60 1365 1483 242 1199 319 -432 460 -97 -145 1566 85]
[162 49 -195 -663 619 -495 -472 624 -980 395 -99 -884 584 856 -847 -641 -447 66 21 -155 78 -34 -705 -78 -760 379 330 -608 681 99 -539 93 916 365 -308 873 -209 -718 860 -505 -192 805 -736 762 306 667 957 782 93 372],[-651 318 -838 369 949 217 441 -192 -78 703 -165 945 -173 -193 -986 685 -968 -217 235 -389 -601 -986 213 -5 -808 325 -26 790 -875 -238 -1000 989 64 -712 -364 649 224 509 -551 -269 -38 869 -417 17 393 306 86 859 92 126],[-489 367 -1033 -294 1568 -278 -31 432 -1058 1098 -264 61 411 663 -1833 44 -1415 -151 256 -544 -523 -1020 -492 -83 -1568 704 304 182 -194 -139 -1539 1082 980 -347 -672 1522 15 -209 309 -774 -230 1674 -1153 779 699 973 1043 1641 185 498]
[922 -555 638 -396 -485 -708 697 604 659 340 357 -645 434 -310 -78 -962 52],[33 -128 641 778 711 60 -223 -726 886 145 395 871 725 631 907 -689 -873],[955 -683 1279 382 226 -648 474 -122 1545 485 752 226 1159 321 829 -1651 -821]
[791 844 794 -457 281 886 -454 744 565 185 628 -338 218],[930 -359 592 -147 181 -933 -444 163 -439 -65 -244 682 668],[1721 485 1386 -604 462 -47 -898 907 126 120 384 344 886]
[-841 -102 -40 150 452 -713 -183 -715 -168 -33 -861 766 838 -694 48 -779 219 817 409 -75 -575 524 -228 -532 -963 286 -546 830 985 -753 491 874 -378 -268 -836 306 311 -398 518 634 669],[-34 57 -244 267 -368 -282 -674 839 259 -24 -12 633 744 250 594 -506 714 988 156 -632 -908 -237 -59 361 -735 224 426 655 -935 682 -4 -106 51 633 -50 388 -252 -232 489 986 -490],[-875 -45 -284 417 84 -995 -857 124 91 -57 -873 1399 1582 -444 642 -1285 933 1805 565 -707 -1483 287 -287 -171 -1698 510 -120 1485 50 -71 487 768 -327 365 -886 694 59 -630 1007 1620 179]
[845 25 965 76 418 -611 257 -975],[803 -46 288 681 453 -335 355 163],[1648 -21 1253 757 871 -946 612 -812]
[839 18 -978 15 576 -434 -794 261 870 416 -978 175 105 994 854 678 110 -709 -711 -685 -677 716 -279 294 93 -276 814 -469 66 -922 -379 980 -34 872 530 -556 -975 552 -516],[823 771 912 -187 -274 -788 -505 -428 702 -186 303 -959 -63 172 -328 -712 -294 196 121 -35 -688 -225 726 496 700 220 -912 1000 -162 -174 -944 157 -521 -29 827 520 366 469 -768],[1662 789 -66 -172 302 -1222 -1299 -167 1572 230 -675 -784 42 1166 526 -34 -184 -513 -590 -720 -1365 491 447 790 793 -56 -98 531 -96 -1096 -1323 1137 -555 843 1357 -36 -609 1021 -1284]
[-935 -700 368 750 -851 617 975 993 -965 -516 -47 499 721 460 -176 517 501 822 -737 875 230 599 -102 666 17 858 -796 -242 266 815 -977 -489 -201 -862 -869 -377 300 815 402 -883 -649 -525 -35],[-329 910 821 175 -872 -938 -182 429 326 991 7 970 -559 -675 813 635 -365 99 676 732 -737 -647 790 188 -639 869 -315 -962 450 87 -218 -50 -763 26 -148 809 -806 321 477 -384 982 112 179],[-1264 210 1189 925 -1723 -321 793 1422 -639 475 -40 1469 162 -215 637 1152 136 921 -61 1607 -507 -48 688 854 -622 1727 -1111 -1204 716 902 -1195 -539 -964 -836 -1017 432 -506 1136 879 -1267 333 -413 144]
[749 327 80 -664 -249 113 300 906 759 -714 -990 580 -330 690 122 915 -778 888 -327 103 -53 -569 -998 -269 674 75 868 381 -12 -429 -103 768 227 -603 -685 669 -816 347 280 841 995 334 -429 579 -606 -689 -203 -305 903],[137 -517 -686 624 -96 912 691 -312 -735 -849 265 291 544 -441 -686 -303 -915 57 -502 -803 140 140 690 20 409 426 -562 -194 606 -533 745 311 -157 -659 711 616 857 -502 410 -20 -676 -397 568 128 278 236 -378 886 679],[886 -190 -606 -40 -345 1025 991 594 24 -1563 -725 871 214 249 -564 612 -1693 945 -829 -700 87 -429 -308 -249 1083 501 306 187 594 -962 642 1079 70 -1262 26 1285 41 -155 690 821 319 -63 139 707 -328 -453 -581 581 1582]
[437 831 355 891 -887 714 -926 451 -155 -710 84 -461 -184 595 -812 427 777 -85 219 -274 840 676 -465 804 -86 529 -416 -610 -266 -35 -171 -521 -833],[-355 -6 100 -996 588 -707 59 -549 -280 -343 -540 -461 -791 663 419 -22 -466 -256 -833 541 877 -412 332 -727 -646 197 456 228 366 717 805 -128 37],[82 825 455 -105 -299 7 -867 -98 -435 -1053 -456 -922 -975 1258 -393 405 311 -341 -614 267 1717 264 -133 77 -732 726 40 -382 100 682 634 -649 -796]
[26 279 -64 -788 -175 470 -414 -216 926 -361 -153 -917 593 280 248 -989 140 -914 -124],[782 65 988 -882 546 657 14 -276 800 79 395 475 -490 509 -806 -911 -571 -770 -128],[808 344 924 -1670 371 1127 -400 -492 1726 -282 242 -442 103 789 -558 -1900 -431 -1684 -252]
[-260 358 -143 -174 752 447 -945 -667 403 524 822 661 -228 222 563 240 733 -884 -304 -244 -335 779 -271 295 579 686 294 -196 -358 -382 107 -117 -80 -348 388 -566 -938 405 348 806 -800],[-406 -362 -68 96 -668 275 305 353 981 -80 -821 268 74 -959 331 732 806 -234 -458 552 -947 426 -934 58 -41 -556 -840 455 513 -832 328 684 -566 435 289 -681 941 -17 527 182 740],[-666 -4 -211 -78 84 722 -640 -314 1384 444 1 929 -154 -737 894 972 1539 -1118 -762 308 -1282 1205 -1205 353 538 130 -546 259 155 -1214 435 567 -646 87 677 -1247 3 388 875 988 -60]
[-892 -205 -255 114 188 651 -239 98 988 924 70 58 -455 -315 -29 -782 -211 -723 -805 -607 -414 -779 911 275],[707 -916 -184 618 670 -379 -685 -647 -75 265 -655 866 -404 -789 34 800 234 -311 -475 -459 -228 968 -323 -540],[-185 -1121 -439 732 858 272 -924 -549 913 1189 -585 924 -859 -1104 5 18 23 -1034 -1280 -1066 -642 189 588 -265]
[-567 684 -657 -850 816 776 -901 302 -982 437 -427 498 442 -743 845 -10 974 606 984 175 801 -726 661 -907 302 -648 140 -779 -672 -708 -595 -294 -855],[283 -586 -998 -812 688 -514 -60 414 -578 989 -83 707 -975 -27 -867 905 -553 -924 -286 -73 -952 -378 980 -517 -123 -369 747 442 -118 -890 878 534 68],[-284 98 -1655 -1662 1504 262 -961 716 -1560 1426 -510 1205 -533 -770 -22 895 421 -318 698 102 -151 -1104 1641 -1424 179 -1017 887 -337 -790 -1598 283 240 -787]
[885 -18 8 -708 19 213 -647 580 -810 136 279 -259 435 968 334 -758 211 -116 11 -703 -210 220 -435 175 -563 -969 939 491 108 513 893 -361 773 -364 -813 891 540 108 562 -158 -155 -351],[693 -555 -308 442 -883 -804 -234 905 -650 -6 -92 246 231 338 525 25 -358 -921 24 278 -978 932 36 -302 493 862 -424 -727 266 336 105 994 658 860 41 131 -876 -212 425 -283 -233 382],[1578 -573 -300 -266 -864 -591 -881 1485 -1460 130 187 -13 666 1306 859 -733 -147 -1037 35 -425 -1188 1152 -399 -127 -70 -107 515 -236 374 849 998 633 1431 496 -772 1022 -336 -104 987 -441 -388 31]
[-320 242 748 898 -263 -474 -288 853 -989 667 -779 742 -429 -31 -407 475 656 374 880],[-766 564 642 961 -161 604 395 748 -536 -750 741 562 -955 -289 -385 -527 98 -368 -716],[-1086 806 1390 1859 -424 130 107 1601 -1525 -83 -38 1304 -1384 -320 -792 -52 754 6 164]
[-280 621 -902 -298 93 282 -577 -869 -547 240 413 -238 856 -27 643 209],[-84 713 -285 -165 -938 853 420 -674 358 -469 682 574 -824 568 -829 698],[-364 1334 -1187 -463 -845 1135 -157 -1543 -189 -229 1095 336 32 541 -186 907]
[238 -968 -788 766 -1 -346 -176 -732 744 654 942 -844 154 -587 257 527 -139 915 -464 290 446 478 824 -353 101 396 -513 -986 55 -199 -628 -922 434 701 529 -490 -314 346 -809 -943 303 168 369 326 -246],[-666 552 -546 323 411 -380 -56 295 273 -369 171 -948 235 265 37 -4 303 -326 473 308 54 -844 -348 -151 -336 -367 463 -415 398 767 -916 187 179 -307 47 -13 568 -991 365 -403 -61 -757 -309 657 -481],[-428 -416 -1334 1089 410 -726 -232 -437 1017 285 1113 -1792 389 -322 294 523 164 589 9 598 500 -366 476 -504 -235 29 -50 -1401 453 568 -1544 -735 613 394 576 -503 254 -645 -444 -1346 242 -589 60 983 -727]
[107 771 -24 -97],[309 271 -416 704],[416 1042 -440 607]
[-155 752 553 827 110 -117 741 657 299 -155 -95 -501 912],[742 -265 -355 -403 369 969 -784 -423 -142 -638 668 482 876],[587 487 198 424 479 852 -43 234 157 -793 573 -19 1788]
[-542 -280 789 -162 481 298 785 870 2 105 954 565 305 -526 212 -395 -487 108 -524 -5 -287 -51 -333 886],[-473 808 605 -790 392 104 -778 570 -762 -484 -263 510 895 68 -603 426 907 22 -208 538 953 133 -928 637],[-1015 528 1394 -952 873 402 7 1440 -760 -379 691 1075 1200 -458 -391 31 420 130 -732 533 666 82 -1261 1523]
[-995 -947],[612 -290],[-383 -1237]
[-611 126],[931 -377],[320 -251]
[-681 663 422 -36 945 -416 20 476 871 328 568 -337 862 -543 485 240 -231 -959 668 78 269 489 481 93 -729 -994 -640 -527 91 369 -70 192 -603 -786 34 -507 -458 -465 368 -233],[-336 367 -59 214 505 253 319 977 -668 -399 896 316 -812 91 -90 -846 171 174 831 509 -568 196 858 138 -452 -843 -877 413 -83 -727 -682 -771 666 587 592 -293 733 -577 576 -662],[-1017 1030 363 178 1450 -163 339 1453 203 -71 1464 -21 50 -452 395 -606 -60 -785 1499 587 -299 685 1339 231 -1181 -1837 -1517 -114 8 -358 -752 -579 63 -199 626 -800 275 -1042 944 -895]
[-472 582 -332 -631 -323 881 838 88 725 269 -627 -13 -154 848 832 -288 -61 269 10 243 -663 -230 -322 -75 429 382 -36 -538 550 -670 492 -187 765 297 268 -495 375 283 461 -120 345],[-60 -697 -872 90 -883 649 721 141 186 549 466 -597 -32 449 -746 129 -855 -963 -348 862 663 817 538 -763 875 831 739 -436 928 988 400 462 38 467 -266 -66 -515 -778 -921 436 22],[-532 -115 -1204 -541 -1206 1530 1559 229 911 818 -161 -610 -186 1297 86 -159 -916 -694 -338 1105 0 587 216 -838 1304 1213 703 -974 1478 318 892 275 803 764 2 -561 -140 -495 -460 316 367]
[178 923 -942 -421 -780 -350 -894 -398],[285 -819 646 -236 -370 -84 552 635],[463 104 -296 -657 -1150 -434 -342 237]
[800 444 -124 -156 640 -678 275 359 -326 479 783 -181 -743 -956 -175 -693 400 638 -156 584 194 173 604 -536 590 423 114 5],[-149 -636 621 -510 549 812 855 615 -706 606 658 582 385 244 967 -271 -470 211 -951 -928 565 -661 793 -528 -475 -651 -194 -10],[651 -192 497 -666 1189 134 1130 974 -1032 1085 1441 401 -358 -712 792 -964 -70 849 -1107 -344 759 -488 1397 -1064 115 -228 -80 -5]
[-853],[-155],[-1008]
[-890 -331 -542 986 -814 844 489 76 -739 955 416 -345 632 -496 -604 -221 -779 -874 -687],[-880 -952 530 842 555 983 146 -869 167 748 933 -928 681 -293 -949 56 -908 584 180],[-1770 -1283 -12 1828 -259 1827 635 -793 -572 1703 1349 -1273 1313 -789 -1553 -165 -1687 -290 -507]
[599 -790 940 80 337 -554 225 -514 -77 -829 -430 -902 244 -136 -310 -195 -724 -172 319 -650 -921 980 91 -531 -336 187 223 -937 183 624 29],[-232 821 -958 -271 962 699 51 -799 -640 -27 76 390 351 -72 -518 693 -497 -114 880 722 -426 -670 -939 -57 -789 123 879 435 -755 -46 974],[367 31 -18 -191 1299 145 276 -1313 -717 -856 -354 -512 595 -208 -828 498 -1221 -286 1199 72 -1347 310 -848 -588 -1125 310 1102 -502 -572 578 1003]
[-727 -682 -419 118 -177 -14 517 708 -446 194 985 516 -916 -708 383 872 136],[-380 -542 931 970 -416 -337 143 -702 78 815 -137 -939 -535 -432 -100 -710 376],[-1107 -1224 512 1088 -593 -351 660 6 -368 1009 848 -423 -1451 -1140 283 162 512]
[-831 -927 917 67 -622 720 414],[269 -632 31 -940 -560 -768 -616],[-562 -1559 948 -873 -1182 -48 -202]
[504 -676 622 341 -692 -662 715 -16 -258 -467 919 373 -320 379 207 -489 -629 -535 585 924 -810 -732 995 409 109 924 1000 712 870 308 -933 666 -85 -519 727 -926 836 -751 -565 -283 705 862 -496 -289 -310 7 138],[-919 -130 642 -530 -190 -800 939 41 -535 129 495 -46 -240 -636 -825 323 373 33 582 -965 156 -301 -367 252 689 -511 305 -989 -985 -986 -350 255 -121 -53 184 828 -742 469 -635 316 -775 755 -350 -652 898 884 -541],[-415 -806 1264 -189 -882 -1462 1654 25 -793 -338 1414 327 -560 -257 -618 -166 -256 -502 1167 -41 -654 -1033 628 661 798 413 1305 -277 -115 -678 -1283 921 -206 -572 911 -98 94 -282 -1200 33 -70 1617 -846 -941 588 891 -403]
[924 928 -71 208 -740 -232 664 -443 277 -22 -378 -660 -132],[-594 -203 -600 587 729 -812 219 536 -997 -103 343 -961 842],[330 725 -671 795 -11 -1044 883 93 -720 -125 -35 -1621 710]
[-160 149 323 -639 753 47 478 -986 605 -563 -782 -909 742 963 365 349 -143 -678 -949 -667 -402 325 -605 -179 -445 -854 143 -768 307 598 362 439 -499 210 -525 30 -549 140],[-411 138 -210 -333 -544 -186 981 -895 -729 345 574 228 -386 -75 -737 -48 -337 -704 270 -983 -54 17 561 635 471 -282 -498 -288 -556 176 391 -98 667 363 143 862 -980 566],[-571 287 113 -972 209 -139 1459 -1881 -124 -218 -208 -681 356 888 -372 301 -480 -1382 -679 -1650 -456 342 -44 456 26 -1136 -355 -1056 -249 774 753 341 168 573 -382 892 -1529 706]
[196 -818 -797 -454 300 91 823 455 688 102 900 576 -356 -554 -865 449 -654 838 437 -692 -355 915 345 -286 132 539 -411 940 -93 -346 -437 902 -463 -449 640 -516 981 243 -282 -854 -752 203 619 -211 -578],[174 -400 -185 -897 -729 -948 335 -721 -713 -544 -22 425 -24 170 114 258 430 -609 851 -154 339 609 -770 -279 -24 -211 866 321 -584 -497 500 612 -564 -735 -500 -223 819 -685 -215 -322 -739 104 -531 245 -340],[370 -1218 -982 -1351 -429 -857 1158 -266 -25 -442 878 1001 -380 -384 -751 707 -224 229 1288 -846 -16 1524 -425 -565 108 328 455 1261 -677 -843 63 1514 -1027 -1184 140 -739 1800 -442 -497 -1176 -1491 307 88 34 -918]
[-189 -762 -592 -379 -306 -835 328 419 -649 -407 299 591 920 -675 823 -592 -189 -181 628 -210 -364 127 491 372 296 -836 -404 779 -140 491 534 321 -368 -92 3 -113 -423 138 328 689 -738 -317 214 -657 648 -390 447 -431],[-220 -331 -239 -893 477 917 -537 -990 183 -291 -236 873 270 292 -519 -127 108 -383 424 -748 -523 -388 249 728 11 -762 312 -592 267 185 73 348 -206 -895 566 -306 -526 759 13 579 -268 -517 794 -752 -373 517 -834 -917],[-409 -1093 -831 -1272 171 82 -209 -571 -466 -698 63 1464 1190 -383 304 -719 -81 -564 1052 -958 -887 -261 740 1100 307 -1598 -92 187 127 676 607 669 -574 -987 569 -419 -949 897 341 1268 -1006 -834 1008 -1409 275 127 -387 -1348]
[25 304 477 -268 -197],[-471 103 -502 816 956],[-446 407 -25 548 759]
[-706 94 387 915 -68],[880 931 -115 901 130],[174 1025 272 1816 62]
[-149 992 576 -681 282 -757 -558 315 -494 -325 -411 -294 -84 631 -638 -578 -140 -431 305 947 448 3 649],[-372 101 934 774 -309 -315 142 121 -284 335 470 -479 288 -546 795 424 606 855 684 -53 -464 -807 268],[-521 1093 1510 93 -27 -1072 -416 436 -778 10 59 -773 204 85 157 -154 466 424 989 894 -16 -804 917]
[-712 353 880 619 -99 -862 -189 -567 -791 89 472 256 305 -400 332 -203 -224 -707 -425 -553 -251 856 -155 -707 -224],[172 587 564 -79 -366 482 318 343 -364 739 39 214 -230 2 163 421 142 59 174 221 -915 -354 -601 334 117],[-540 940 1444 540 -465 -380 129 -224 -1155 828 511 470 75 -398 495 218 -82 -648 -251 -332 -1166 502 -756 -373 -107]
[150 299 481 112 893 -452 -786 873 158 637 -878 488 -73 256 -422 72 214 -389 -595 957 312 539 -376],[679 -996 -198 247 61 386 -882 -56 -931 441 -59 761 -739 -472 -644 404 -821 599 826 408 820 949 -777],[829 -697 283 359 954 -66 -1668 817 -773 1078 -937 1249 -812 -216 -1066 476 -607 210 231 1365 1132 1488 -1153]
[-435 603 645 403 -718 -969 917 -480 609 828 -417 244 754 204 494 -689 -368 -906 -613 428 -977 -317 643],[329 436 938 125 29 976 -664 13 992 495 -978 751 -637 750 -929 912 552 -687 703 -881 975 981 341],[-106 1039 1583 528 -689 7 253 -467 1601 1323 -1395 995 117 954 -435 223 184 -1593 90 -453 -2 664 984]
[394 777 71 -329 -587 -948 -18 68 912 -632 -775],[-931 483 -644 -359 801 -449 -808 -268 166 -742 498],[-537 1260 -573 -688 214 -1397 -826 -200 1078 -1374 -277]
[-205 475 860 256 -967 -782 -846 668 339 -523 422 -990 -497 189 -23 93 -243 790 896 -182 0 -982 -413 -212 425 779 -490],[-143 388 192 362 721 523 870 -165 203 439 963 275 381 -861 -419 748 -459 -143 -767 -446 -249 893 -961 560 894 -271 317],[-348 863 1052 618 -246 -259 24 503 542 -84 1385 -715 -116 -672 -442 841 -702 647 129 -628 -249 -89 -1374 348 1319 508 -173]
[401 441 480 -404],[900 -619 659 355],[1301 -178 1139 -49]
[120 -908 572 -37 456 628 -203 -298 908 -665 158 646 962 -144 -3 -830 -567 -209 -708 -318 903 491 -838 -300 484 423 -440],[371 466 779 -39 -988 386 402 -891 915 866 249 63 610 769 -919 282 -370 -386 463 -918 -190 320 494 865 367 233 -384],[491 -442 1351 -76 -532 1014 199 -1189 1823 201 407 709 1572 625 -922 -548 -937 -595 -245 -1236 713 811 -344 565 851 656 -824]
[74 631 28 347 -372 -315 28 -898 -575 565 579 -893 -193 435 -215 286 766 317 592 -765 582 260 625 430 -819 915 -479 -304 785 563 -409],[729 -909 -676 -167 -522 700 -222 719 727 -206 -360 -402 959 -164 -86 -617 654 -850 204 -217 -945 -681 155 -290 -5 -427 247 347 230 715 884],[803 -278 -648 180 -894 385 -194 -179 152 359 219 -1295 766 271 -301 -331 1420 -533 796 -982 -363 -421 780 140 -824 488 -232 43 1015 1278 475]
[-994 -478 729 -993 -652 -443 -926 -245 397 795 -732 -414 -488 -123 -168 -785 434 4 -541 368 -173 56 -599 -919 193 813 -63 -982 -236 501 -243 269 -890 -404 966 -458 173],[-75 315 363 -83 525 358 -174 -118 -618 -160 -965 629 -635 747 744 864 -546 416 874 456 725 -166 668 871 -960 -875 -963 -81 930 -422 489 -739 -912 -943 -568 -663 -334],[-1069 -163 1092 -1076 -127 -85 -1100 -363 -221 635 -1697 215 -1123 624 576 79 -112 420 333 824 552 -110 69 -48 -767 -62 -1026 -1063 694 79 246 -470 -1802 -1347 398 -1121 -161]
[-178 314 -352 638 -666 -13 127 319 242 -739 603 -851 323 743 747 652 880 -82 795 865 -717 -424 -886 -572 -256 -394 29 23 -956 -360 625 -351 741 -633 525 787 -692 431 375 -944 -469 -49 157 -712],[-874 381 -107 -468 968 300 144 -715 -224 998 -897 39 -84 -759 -674 579 -827 -655 972 -86 -405 592 -485 983 -464 296 891 205 574 227 978 454 138 -355 989 -39 -985 5 95 589 595 -445 -733 701],[-1052 695 -459 170 302 287 271 -396 18 259 -294 -812 239 -16 73 1231 53 -737 1767 779 -1122 168 -1371 411 -720 -98 920 228 -382 -133 1603 103 879 -988 1514 748 -1677 436 470 -355 126 -494 -576 -11]
[-72 -843 599 575 491 660 349 -206 177],[-373 115 803 -335 -939 375 -140 878 591],[-445 -728 1402 240 -448 1035 209 672 768]
[-927 -903 376 600 596 308 -534 943 665 -59 5 590 -401 151 -33 -531 -486 303 192],[-139 203 -554 290 108 535 819 -928 -262 321 -409 -864 276 464 334 993 -431 -309 374],[-1066 -700 -178 890 704 843 285 15 403 262 -404 -274 -125 615 301 462 -917 -6 566]
[-258 -735 511 594 -251 447 -551 564 -759 15 -667 355 121 -515 -567 -754 -331 34 -85 -857 129 -845 957 -852 553 169 284 -411 -767 -249 325],[647 360 311 -512 -523 869 -601 -52 -445 495 392 -18 457 -191 -186 73 -44 820 440 -214 855 769 -81 -834 -508 676 -767 679 201 -922 -610],[389 -375 822 82 -774 1316 -1152 512 -1204 510 -275 337 578 -706 -753 -681 -375 854 355 -1071 984 -76 876 -1686 45 845 -483 268 -566 -1171 -285]
[-221 -576 396 -682 -315 144 -577 -110 423 -103 -39 581 -770 -186 -338 577 638 769 602 162 621 379 -599 -220 -655 491 99 -34 229 428 215 299 -310 -839 -405 650 132 -173],[-233 136 383 246 944 307 707 -712 850 893 381 -982 -774 595 -313 446 102 -35 121 -817 826 -710 -369 -510 -699 909 587 -655 -632 -414 -624 -145 621 236 898 -885 -800 330],[-454 -440 779 -436 629 451 130 -822 1273 790 342 -401 -1544 409 -651 1023 740 734 723 -655 1447 -331 -968 -730 -1354 1400 686 -689 -403 14 -409 154 311 -603 493 -235 -668 157]
