train,
[24 -22 5 0 21 -14 23 23 6 38 31 4 -41 1 0 -40 -32],14
[46 6 44 -40 42 -39 -24 -27 0 -34 -30 0 29 -12 -17],11
[-36 -41 -15 -8 -44 0 46 -4 -20 0 31 -3 -5 -7 16 46 16 46 -2 34 -48 9 42 8 0 18 0 -40 50 0 27 46 -42 21 -31 38 40 38 13 15 34 15 24 28 -43 0],45
[17 0 50 0 -21 -11 36 -40 -18 9 -10 36 -8 18 -29 24 30 9 41 37 -22 0 -1 48 24 -44 -46 -11 12 -41 0 -35 -27 -17 -50 -37 1 6 -8 -23 14 29 -18 -15 0 -4],44
[39 2 6 6 -46 -23 -38 -11 1 28 -42 9 42 -27 1 13 -40 5 -21 11 -32 -31 0 -28 23 16 13 0 28 5 20 30 -7 -33 47 0 7],35
[-10 0 -34 28 -31 14 -21 37 45 45 23 -48 11 -17 -32 1 5 0 -13 1 41 -36 -28 -39],17
[35 34 -34 0 -31 -7 -33 -17 46 -44 -48 -2 -35 0 -39 0 33 -14 26 -16 23 10 -27 8 0 -22 11 -50 -41 -18 3 -36 17 32 -11 -31 33 43],24
[-10 14 27 -41 0 22 -8 24 -40 21 50 11 31 -33 49 0 19 14 0 -23 50 -12 -6 46 -42 1 -46 0 9 -9 6 45 -37 36],27
[-41 0 -39 -38 -34 19 0 32 11 -2 -5 -25 -41 -39 46 -33 -9 -42 22 42 33 0 0 -31 17 -18 17 34 -10 -38 -17],22
[0 9 -16 38 -5 -18 0 -23 42 9 27 -33 -7 -50 -18 17 18 -23 -24 -15 32 16 -11 21 20 -23 -32 4 -2 -6 0 8 26 -13 0 14 0 27 -10 1 39 -26 5 -35 43 -50],36
[-17 0 0 0 0 0 0],6
[-9 -22 -37 -50 -38 -45 0 28 -42 0 0 -16 -48 48 0 42 26 -4 39 -26 0 0 17 21 -9 49 -20 -44 -10],21
[-31 2 0 0 22 0 23 -46 1 39 30 -5 43 -35 0 0],15
[-44 -45 -40 0 0 0 31 -46 0 -32],8
[-9 -24 31 -17 27 0 -7 27 47 -1 -31 20 -1 -25 3 40 10 -1 -35 0 0 0],21
[0 0 -2 33 0 7],4
[-20 1 0 -49 45 0 -45 0 0],8
[24 1 20 -31 -13 4 -12 -10 -11 -49 1 33 25 -29 -14 8 -33 29 0 33 42 47 13 -44 4 16 38 39 0 16 -22 14 29 25 -27 -26 39 22 20 0 -34],39
[46 0 50 -19 0 -12 -35 -27 0 -23 -13 -43 -42 -49 -13 32 44 0 0 -28 0],20
[0 0 14 0 0 0],5
[30 17 -48 0 0 0 0 0 10 12 -34 -45 34],7
[2 -40 26 -12 34 -38 -2 -29 50 0 -40 -5 8 0 -8 0 -43 -45 10 41 -40 -24 6 -5 8 27 0 24 21 33 1 0 -19 24 -1 43 -32 -7 35 36 50 -50 14 0],43
[-44 -10 -25 0 -20 0 -44 -30 -16 0 43 -30 -42 42 48 0 44 -18 -12 0 -35 25],19
[0 0 0 0 0 -2 50],4
[0 -32 -50 -39 16 5 -12 0 -38 -43 -37 0 -1],11
[-27 0 -20 25 16 33 -42 0 29 -1 30 -29 39 26 40 -14 47 32 25 47 22 -15 25 42 31 0 1 -33 19 48 0 40 49 -35 0 -36 1 -46 -16 0 -4 -29 41 -25 7],39
[0 -50 -11 0 -7 20 -37 16 -10 -15 13 0 -18 5 -40 -35 1 45 -23 0 0 3 41 -12 17 40 43 -45 0 -28],28
[33 2 -26 0 -2 -36 39 34 36 41 -29 36 -46 8 -23],3
[-26 0 0 34 0 -13 4 13 -11 0 -39 0 0],12
[-16 33 0 -6 0 -23 24 0 4 8 -44],7
